EGID;EDID;EGAID;DEINR;ESID;STRNAME;STRNAMK;STRINDX;STRSP;STROFFIZIEL;DPLZ4;DPLZZ;DPLZNAME;DKODE;DKODN;DOFFADR;DEXPDAT
315214;0;100176853;3;10113565;Dorfstrasse;Dorfstr.;Dor;9901;1;6345;0;Neuheim;2686140.976;1228778.293;1;17.02.2024
315215;0;100176854;5;10113565;Dorfstrasse;Dorfstr.;Dor;9901;1;6345;0;Neuheim;2686127.544;1228749.04;1;17.02.2024
315216;0;101981024;6;10113565;Dorfstrasse;Dorfstr.;Dor;9901;1;6345;0;Neuheim;2686112.344;1228775.154;1;17.02.2024
315217;0;100176855;7;10113565;Dorfstrasse;Dorfstr.;Dor;9901;1;6345;0;Neuheim;2686127.987;1228700.744;1;17.02.2024
315218;0;100176856;8;10113565;Dorfstrasse;Dorfstr.;Dor;9901;1;6345;0;Neuheim;2686092.333;1228766.141;1;17.02.2024
315219;0;100176857;9;10113565;Dorfstrasse;Dorfstr.;Dor;9901;1;6345;0;Neuheim;2685997.974;1228328.302;1;17.02.2024
315220;0;100176858;3;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686059.406;1228264.639;1;17.02.2024
315221;0;100176859;7;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686066.362;1228258.314;1;17.02.2024
315222;0;100176860;5;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686064.65;1228263.221;1;17.02.2024
315223;0;100176861;4;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686001.924;1228240.855;1;17.02.2024
315224;0;101975832;9;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686044.027;1228243.424;1;17.02.2024
315225;0;100176862;11;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686055.556;1228240.487;1;17.02.2024
315226;0;100176863;17;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686037.181;1228183.654;1;17.02.2024
315227;0;100176864;21;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686013.34;1228147.148;1;17.02.2024
315228;0;101981940;23;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686019.396;1228145.418;1;17.02.2024
315229;0;100176865;25;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686025.234;1228144.048;1;17.02.2024
315230;0;100176866;27;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686031.434;1228142.389;1;17.02.2024
315231;0;100176867;40;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2685855.769;1227743.426;1;17.02.2024
315232;0;101984215;61;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2685911.56;1227768.071;1;17.02.2024
315233;0;100176868;1;10094714;Neuhofstrasse;Neuhofstr.;Neu;9901;1;6345;0;Neuheim;2686098.829;1228710.91;1;17.02.2024
315235;0;100176869;6;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2685990.658;1228198.775;1;17.02.2024
315236;0;101984352;13;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686032.412;1228208.24;1;17.02.2024
315237;0;100176870;15;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686042.318;1228201.772;1;17.02.2024
315238;0;102228370;19;10094709;Edlibachstrasse;Edlibachstr.;Edl;9901;1;6345;0;Neuheim;2686033.839;1228168.483;1;17.02.2024
315239;0;101652580;;10189525;Fürtlen;Fürtlen;Für;9901;1;6345;0;Neuheim;;;0;17.02.2024
315240;0;101982208;1;10094717;Sihlbruggstrasse;Sihlbruggstr.;Sih;9901;1;6345;0;Neuheim;2686023.909;1228308.902;1;17.02.2024
315241;0;100165664;2;10094717;Sihlbruggstrasse;Sihlbruggstr.;Sih;9901;1;6345;0;Neuheim;2686054.267;1228294.132;1;17.02.2024
315242;0;101977047;4;10094717;Sihlbruggstrasse;Sihlbruggstr.;Sih;9901;1;6345;0;Neuheim;2686058.335;1228306.119;1;17.02.2024
315243;0;100160759;6;10094717;Sihlbruggstrasse;Sihlbruggstr.;Sih;9901;1;6345;0;Neuheim;2686071.12;1228336.543;1;17.02.2024
315244;0;100160760;1;10018527;Industriestrasse;Industriestr.;Ind;9901;1;6345;0;Neuheim;2686163.821;1228534.411;1;17.02.2024
315245;0;102008361;4;10018527;Industriestrasse;Industriestr.;Ind;9901;1;6345;0;Neuheim;2686218.734;1228508.621;1;17.02.2024
315246;0;101982921;6;10018527;Industriestrasse;Industriestr.;Ind;9901;1;6345;0;Neuheim;2686246.499;1228528.877;1;17.02.2024
315247;0;101982134;3;10018527;Industriestrasse;Industriestr.;Ind;9901;1;6345;0;Neuheim;2686219.425;1228574.698;1;17.02.2024
315248;0;100160761;8;10018527;Industriestrasse;Industriestr.;Ind;9901;1;6345;0;Neuheim;2686322.034;1228560.175;1;17.02.2024
315249;0;100160764;16;10018527;Industriestrasse;Industriestr.;Ind;9901;1;6345;0;Neuheim;2686470.923;1228651.269;1;17.02.2024
315251;0;100177232;33;10094717;Sihlbruggstrasse;Sihlbruggstr.;Sih;9901;1;6345;0;Neuheim;2686334.594;1228708.277;1;17.02.2024
315252;0;100177233;1;10128134;Tal;Tal;Tal;9901;1;6345;0;Neuheim;2686889.467;1229168.617;1;17.02.2024
315253;0;100177234;1;10061049;Talegg;Talegg;Tal;9901;1;6345;0;Neuheim;2686831.162;1229322.896;1;17.02.2024
315254;0;100177235;1;10018536;Talmühle;Talmühle;Tal;9901;1;6345;0;Neuheim;2686927.976;1229196.18;1;17.02.2024
315255;0;100177236;1;10105341;Hinterweidli;Hinterweidli;Hin;9901;1;6345;0;Neuheim;2686656.024;1229286.445;1;17.02.2024
315256;0;100177237;1;10064626;Neutal;Neutal;Neu;9901;1;6345;0;Neuheim;2687014.209;1229217.039;1;17.02.2024
315257;0;100177238;1;10018535;Sennweid;Sennweid;Sen;9901;1;6345;0;Neuheim;2687453.649;1229455.478;1;17.02.2024
315258;0;100177239;1;10185118;Rundhus;Rundhus;Run;9901;1;6345;0;Neuheim;2686805.652;1229270.917;1;17.02.2024
315259;0;100177240;2;10105958;Poststrasse;Poststr.;Pos;9901;1;6345;0;Neuheim;2686141.41;1228816.929;1;17.02.2024
315260;0;100177241;4;10105958;Poststrasse;Poststr.;Pos;9901;1;6345;0;Neuheim;2686166.113;1228742.801;1;17.02.2024
315261;0;100177242;1;10018522;Hintersennweid;Hintersennweid;Hin;9901;1;6345;0;Neuheim;2687644.08;1229224.07;1;17.02.2024
315262;0;100177243;2;10018522;Hintersennweid;Hintersennweid;Hin;9901;1;6345;0;Neuheim;2687624.935;1229216.72;1;17.02.2024
315263;0;100177244;15;10121400;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;4;Sihlbrugg;2686167.125;1230114.629;1;17.02.2024
315264;0;100177245;3;10121400;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;4;Sihlbrugg;;;0;17.02.2024
315265;0;100177246;1;10105340;Rossmatt;Rossmatt;Ros;9901;1;6340;4;Sihlbrugg;2686527.92;1230152.42;1;17.02.2024
315266;0;100177247;1;10121400;Zugerstrasse;Zugerstr.;Zug;9901;1;6340;4;Sihlbrugg;2686290.198;1230242.047;0;17.02.2024
315267;0;100177248;1;10242325;Waldhüsli;Waldhüsli;Wal;9901;1;6340;4;Sihlbrugg;2686340.211;1230218.438;1;17.02.2024
315268;0;100177249;2;10105340;Rossmatt;Rossmatt;Ros;9901;1;6340;4;Sihlbrugg;;;0;17.02.2024
315270;0;100177250;;10018535;Sennweid;Sennweid;Sen;9901;1;6345;0;Neuheim;2687624.831;1229019;1;17.02.2024
315271;0;100177251;1;10018514;Aeschegg;Aeschegg;Aes;9901;1;6345;0;Neuheim;2687113.592;1227535.358;1;17.02.2024
315272;0;100177252;1;10018520;Erlenbach;Erlenbach;Erl;9901;1;6345;0;Neuheim;2687416.717;1227184.544;1;17.02.2024
315273;0;101984379;1;10187634;Schwellbüel;Schwellbüel;Sch;9901;1;6345;0;Neuheim;2687088.935;1227796.518;1;17.02.2024
315274;0;100177253;2;10187634;Schwellbüel;Schwellbüel;Sch;9901;1;6345;0;Neuheim;2687089.833;1227832.8;1;17.02.2024
315275;0;100177254;1;10018818;Winzenbach;Winzenbach;Win;9901;1;6345;0;Neuheim;2687329.017;1227908.44;1;17.02.2024
315276;0;100177255;1.2;10018818;Winzenbach;Winzenbach;Win;9901;1;6345;0;Neuheim;2687339.73;1227889.47;1;17.02.2024
315277;0;101984353;3;10018818;Winzenbach;Winzenbach;Win;9901;1;6345;0;Neuheim;2687319.8;1227905.71;1;17.02.2024
315278;0;102228419;2;10094718;Winzenbachstrasse;Winzenbachstr.;Win;9901;1;6345;0;Neuheim;2686702.964;1228610.026;1;17.02.2024
315279;0;102093154;12;10064627;Sarbachstrasse;Sarbachstr.;Sar;9901;1;6345;0;Neuheim;2686672.767;1228651.919;1;17.02.2024
315280;0;100177256;1;10242326;Sarbach;Sarbach;Sar;9901;1;6345;0;Neuheim;2686719.403;1228629.34;1;17.02.2024
315281;0;100177257;12;10018532;Rietlistrasse;Rietlistr.;Rie;9901;1;6345;0;Neuheim;2686821.477;1228825.919;1;17.02.2024
315282;0;100177258;1;10018532;Rietlistrasse;Rietlistr.;Rie;9901;1;6345;0;Neuheim;2686673.542;1228768.74;1;17.02.2024
315283;0;102008362;1;10064627;Sarbachstrasse;Sarbachstr.;Sar;9901;1;6345;0;Neuheim;2686634.324;1228770.601;1;17.02.2024
315284;0;100177259;6;10064627;Sarbachstrasse;Sarbachstr.;Sar;9901;1;6345;0;Neuheim;2686615.156;1228728.279;0;17.02.2024
315285;0;102231308;5;10064627;Sarbachstrasse;Sarbachstr.;Sar;9901;1;6345;0;Neuheim;2686700.291;1228676.752;1;17.02.2024
315286;0;100177260;4;10064627;Sarbachstrasse;Sarbachstr.;Sar;9901;1;6345;0;Neuheim;2686559.792;1228748.627;1;17.02.2024
315287;0;101996511;1;10094715;Oberlandstrasse;Oberlandstr.;Obe;9901;1;6345;0;Neuheim;2686751.711;1228677.959;0;17.02.2024
315288;0;101982133;3;10094715;Oberlandstrasse;Oberlandstr.;Obe;9901;1;6345;0;Neuheim;2686773.867;1228671.984;1;17.02.2024
315290;0;101984459;7;10094715;Oberlandstrasse;Oberlandstr.;Obe;9901;1;6345;0;Neuheim;2686820.299;1228669.052;1;17.02.2024
315291;0;100176031;1;10064628;Stöck;Stöck;Stö;9901;1;6345;0;Neuheim;2687118.727;1228671.902;1;17.02.2024
315292;0;100176032;1;10058706;Winkel;Winkel;Win;9901;1;6345;0;Neuheim;2687162.249;1228704.763;1;17.02.2024
315293;0;100176033;2;10064628;Stöck;Stöck;Stö;9901;1;6345;0;Neuheim;;;0;17.02.2024
315294;0;100176034;1;10170750;Chnödli;Chnödli;Chn;9901;1;6345;0;Neuheim;2687262.355;1228553.659;1;17.02.2024
315295;0;101515908;;10105957;Hinterthan;Hinterthan;Hin;9901;1;6345;0;Neuheim;;;0;17.02.2024
315296;0;102229538;1;10167317;Hof;Hof;Hof;9901;1;6345;0;Neuheim;2687553.878;1228275.079;1;17.02.2024
315297;0;100176035;2;10167317;Hof;Hof;Hof;9901;1;6345;0;Neuheim;2687567.08;1228276.76;1;17.02.2024
315298;0;101579676;;10018523;Hofmatt;Hofmatt;Hof;9901;1;6345;0;Neuheim;;;0;17.02.2024
315299;0;100176036;1;10181726;Hinterberg;Hinterberg;Hin;9901;1;6345;0;Neuheim;2688218.057;1228233.999;1;17.02.2024
315300;0;100176037;2;10181726;Hinterberg;Hinterberg;Hin;9901;1;6345;0;Neuheim;2688281.009;1228286.851;1;17.02.2024
315301;0;102108570;2;10059939;Hinterbüel;Hinterbüel;Hin;9901;1;6345;0;Neuheim;2687643.059;1227539.487;1;17.02.2024
315302;0;101997286;1;10059939;Hinterbüel;Hinterbüel;Hin;9901;1;6345;0;Neuheim;2687628.556;1227514.582;1;17.02.2024
315303;0;101975011;1;10121402;Wies;Wies;Wie;9901;1;6345;0;Neuheim;2687787.654;1227426.348;1;17.02.2024
315304;0;100177039;1;10185802;Oberblachen;Oberblachen;Obe;9901;1;6345;0;Neuheim;2688076.519;1227515.163;1;17.02.2024
315305;0;100177040;1;10061050;Unterblachen;Unterblachen;Unt;9901;1;6345;0;Neuheim;2688165.953;1227546.666;1;17.02.2024
315306;0;100177041;1;10059941;Neublachen;Neublachen;Neu;9901;1;6345;0;Neuheim;2688190.063;1227246.528;1;17.02.2024
315307;0;101973732;1;10018531;Oelegg;Oelegg;Oel;9901;1;6345;0;Neuheim;2688146.004;1227831.51;1;17.02.2024
315309;0;100177287;1;10018518;Brandweid;Brandweid;Bra;9901;1;6345;0;Neuheim;2687760.23;1227264.07;1;17.02.2024
315311;0;100177288;5;10064622;Dorfplatz;Dorfplatz;Dor;9901;1;6345;0;Neuheim;2686117.531;1228883.892;1;17.02.2024
315312;0;100177289;4;10064622;Dorfplatz;Dorfplatz;Dor;9901;1;6345;0;Neuheim;2686128.575;1228859.522;1;17.02.2024
315313;0;100177290;1;10064624;Im Flieder;Im Flieder;Fli;9901;1;6345;0;Neuheim;2685747.62;1229055.09;1;17.02.2024
315314;0;100177291;8;10064622;Dorfplatz;Dorfplatz;Dor;9901;1;6345;0;Neuheim;2686171.767;1228859.386;1;17.02.2024
315315;0;100177292;9;10064622;Dorfplatz;Dorfplatz;Dor;9901;1;6345;0;Neuheim;2686139.125;1228878.423;1;17.02.2024
315316;0;100177293;13;10064622;Dorfplatz;Dorfplatz;Dor;9901;1;6345;0;Neuheim;2686180.787;1228884.082;1;17.02.2024
315317;0;101974943;11;10064622;Dorfplatz;Dorfplatz;Dor;9901;1;6345;0;Neuheim;2686161.422;1228881.331;1;17.02.2024
315318;0;100177294;2;10064622;Dorfplatz;Dorfplatz;Dor;9901;1;6345;0;Neuheim;2686124.929;1228850.756;1;17.02.2024
315319;0;100177295;3;10064622;Dorfplatz;Dorfplatz;Dor;9901;1;6345;0;Neuheim;2686105.279;1228865.772;1;17.02.2024
315320;0;100177296;1;10064622;Dorfplatz;Dorfplatz;Dor;9901;1;6345;0;Neuheim;2686099.799;1228831.284;1;17.02.2024
315321;0;100177297;23;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688944.468;1221150.286;1;17.02.2024
315322;0;101982261;25;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688935.831;1221141.556;1;17.02.2024
315323;0;101504814;29;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315324;0;101467906;31;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688906.186;1221156.927;1;17.02.2024
315325;0;100177298;33;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688889.499;1221160.793;1;17.02.2024
315326;0;100177299;35;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688862.433;1221168.679;1;17.02.2024
315327;0;101653697;37;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315328;0;100177300;43;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688761;1221193;0;17.02.2024
315329;0;100177301;21;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;2688696.366;1221162.587;1;17.02.2024
315331;0;101666381;2;10113570;Riedweg;Riedweg;Rie;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315332;0;101984355;4;10113570;Riedweg;Riedweg;Rie;9901;1;6315;0;Oberägeri;2688889.584;1221073.032;1;17.02.2024
315333;0;100177302;1;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;2688973.694;1221129.614;1;17.02.2024
315334;0;100177303;3;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;2688956.526;1221121.514;1;17.02.2024
315335;0;101977052;5;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;2688837.347;1221054.686;1;17.02.2024
315336;0;101984890;6;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;2688913.867;1221113.94;1;17.02.2024
315337;0;100177304;8;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315338;0;100177305;12;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315339;0;100177306;16;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;2688801.634;1221125.025;0;17.02.2024
315340;0;100177307;22;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315341;0;100177308;24;10064926;Seestrasse;Seestr.;See;9901;1;6315;0;Oberägeri;2688724.602;1221198.061;1;17.02.2024
315343;0;100177309;2b;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688839.502;1221132.323;1;17.02.2024
315344;0;101984460;3;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688868.131;1221143.852;1;17.02.2024
315345;0;101997287;4b;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688825.346;1221119.941;1;17.02.2024
315346;0;101981985;5;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688857.753;1221126.352;1;17.02.2024
315347;0;100177310;6b;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688818.18;1221108.365;1;17.02.2024
315348;0;101926036;6c;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688816.884;1221103.763;1;17.02.2024
315349;0;100177311;6a;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688820.97;1221112.306;1;17.02.2024
315350;0;100177312;9;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688815.58;1221088.298;1;17.02.2024
315351;0;101614898;27;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315352;0;102229015;21;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688956.091;1221146.604;1;17.02.2024
315353;0;101982111;4a;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688830.652;1221125.622;1;17.02.2024
315354;0;100177313;2a;10021770;Silbergasse;Silbergasse;Sil;9901;1;6315;0;Oberägeri;2688844.78;1221137.461;1;17.02.2024
315355;0;100177314;1a;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689055.771;1221106.683;1;17.02.2024
315356;0;100177315;2;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689041.204;1221107.382;1;17.02.2024
315357;0;100177316;3;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689095.792;1221084.59;1;17.02.2024
315358;0;101729354;4;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689126.114;1221081.945;1;17.02.2024
315359;0;101729355;5;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689125.248;1221089.372;1;17.02.2024
315360;0;100177317;7;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689166.766;1221119.856;1;17.02.2024
315361;0;100177318;15;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689234.668;1221205.899;1;17.02.2024
315362;0;100177319;17;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689249.423;1221217.958;1;17.02.2024
315363;0;100177320;24;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689226.241;1221329.079;1;17.02.2024
315364;0;101996512;25;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689208.181;1221326.13;1;17.02.2024
315365;0;101989732;1;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689207.561;1221035.295;1;17.02.2024
315366;0;100177321;3;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689178.716;1221039.666;1;17.02.2024
315367;0;101594960;5;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315368;0;101981942;9;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689121.177;1221101.174;1;17.02.2024
315369;0;100177322;11;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689108.544;1221105.726;1;17.02.2024
315369;1;102362260;13;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689104.492;1221115.666;1;17.02.2024
315369;2;102362261;15;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689062.769;1221114.526;1;17.02.2024
315370;0;100177323;1d;10018822;Bachweg;Bachweg;Bac;9901;1;6315;0;Oberägeri;2689085.205;1221112.959;1;17.02.2024
315371;0;101595565;15;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315372;0;100177324;1;10021759;Küfergasse;Küfergasse;Küf;9901;1;6315;0;Oberägeri;2689124;1221057;0;17.02.2024
315373;0;101582529;2;10021759;Küfergasse;Küfergasse;Küf;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315374;0;100177325;3;10021759;Küfergasse;Küfergasse;Küf;9901;1;6315;0;Oberägeri;2689115;1221050;0;17.02.2024
315375;0;100177326;2;10064922;Poststrasse;Poststr.;Pos;9901;1;6315;0;Oberägeri;2688967.844;1221096.545;0;17.02.2024
315376;0;100177327;4;10064922;Poststrasse;Poststr.;Pos;9901;1;6315;0;Oberägeri;2688987.838;1221103.109;1;17.02.2024
315377;0;101997288;5;10064922;Poststrasse;Poststr.;Pos;9901;1;6315;0;Oberägeri;2689031.582;1221044.446;1;17.02.2024
315378;0;100177328;6;10064922;Poststrasse;Poststr.;Pos;9901;1;6315;0;Oberägeri;2688957.315;1221034.783;1;17.02.2024
315379;0;100177329;7;10064922;Poststrasse;Poststr.;Pos;9901;1;6315;0;Oberägeri;2689024.672;1221017.794;1;17.02.2024
315380;0;100177330;4;10189534;Seemattweg;Seemattweg;See;9901;1;6315;0;Oberägeri;2689078.394;1221037.227;1;17.02.2024
315381;0;100177331;6;10189534;Seemattweg;Seemattweg;See;9901;1;6315;0;Oberägeri;2689115.024;1221024.509;1;17.02.2024
315382;0;101980894;7;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689152.162;1221068.718;1;17.02.2024
315383;0;101985350;1;10018825;Feldweg;Feldweg;Fel;9901;1;6315;0;Oberägeri;2689217.771;1221002.542;1;17.02.2024
315384;0;100177332;14;10018825;Feldweg;Feldweg;Fel;9901;1;6315;0;Oberägeri;2689034.134;1220862.027;1;17.02.2024
315386;0;100177333;2;10064911;Franzenmattweg;Franzenmattweg;Fra;9901;1;6315;0;Oberägeri;2689060.692;1220978.825;1;17.02.2024
315388;0;100177335;4;10064911;Franzenmattweg;Franzenmattweg;Fra;9901;1;6315;0;Oberägeri;2689095.236;1220978.927;1;17.02.2024
315388;1;101757216;6;10064911;Franzenmattweg;Franzenmattweg;Fra;9901;1;6315;0;Oberägeri;2689110.955;1220980.758;1;17.02.2024
315389;0;100173248;1;10021758;Kirchmattweg;Kirchmattweg;Kir;9901;1;6315;0;Oberägeri;2689403.24;1220968.241;1;17.02.2024
315390;0;100173249;7;10021758;Kirchmattweg;Kirchmattweg;Kir;9901;1;6315;0;Oberägeri;2689438.817;1220909.181;1;17.02.2024
315391;0;100173250;1;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689227.973;1221049.867;1;17.02.2024
315392;0;101981614;2;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689235.985;1221008.394;1;17.02.2024
315393;0;100173251;3;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689259.387;1221041.263;1;17.02.2024
315394;0;100173252;6a;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689287.884;1221016.029;1;17.02.2024
315395;0;102008363;5;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689287.988;1221044.572;1;17.02.2024
315396;0;100173253;6;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689311.949;1221008.398;1;17.02.2024
315397;0;100173254;7;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689307.669;1221033.287;1;17.02.2024
315398;0;100173255;9;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689321.811;1221032.462;1;17.02.2024
315399;0;100173256;11;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689360.265;1221023.792;1;17.02.2024
315400;0;100173257;13;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689379.569;1221018.829;1;17.02.2024
315401;0;100173258;14;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689465.654;1220913.599;1;17.02.2024
315402;0;100161120;16;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689470.74;1220917.465;1;17.02.2024
315403;0;101985345;18;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689495.156;1220930.027;1;17.02.2024
315404;0;100161121;22;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689562.582;1220944.858;1;17.02.2024
315405;0;100161122;24;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689685.7;1220889.95;1;17.02.2024
315406;0;100161123;9;10094999;Rothusweg;Rothusweg;Rot;9901;1;6315;0;Oberägeri;2689560.649;1221037.301;1;17.02.2024
315407;0;101981957;11;10094999;Rothusweg;Rothusweg;Rot;9901;1;6315;0;Oberägeri;2689567.764;1221003.145;1;17.02.2024
315408;0;101973327;13;10189531;Kalchrainstrasse;Kalchrainstr.;Kal;9901;1;6315;0;Oberägeri;2689614.722;1220994.805;1;17.02.2024
315409;0;101512743;15;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315410;0;100161124;3;10021758;Kirchmattweg;Kirchmattweg;Kir;9901;1;6315;0;Oberägeri;2689406.846;1220899.662;1;17.02.2024
315411;0;100161125;16;10018825;Feldweg;Feldweg;Fel;9901;1;6315;0;Oberägeri;2689040.033;1220816.908;1;17.02.2024
315412;0;100161126;20;10021761;Morgartenstrasse;Morgartenstr.;Mor;9901;1;6315;0;Oberägeri;2689524.422;1220934.503;1;17.02.2024
315413;0;100161127;5;10021758;Kirchmattweg;Kirchmattweg;Kir;9901;1;6315;0;Oberägeri;2689426.879;1220903.251;1;17.02.2024
315414;0;100161128;1;10159847;Ammannweg;Ammannweg;Amm;9901;1;6315;0;Oberägeri;2689027;1221160;0;17.02.2024
315415;0;100161129;1;10018826;Fischmattstrasse;Fischmattstr.;Fis;9901;1;6315;0;Oberägeri;2688713.86;1221237.174;1;17.02.2024
