EGID;EDID;EGAID;DEINR;ESID;STRNAME;STRNAMK;STRINDX;STRSP;STROFFIZIEL;DPLZ4;DPLZZ;DPLZNAME;DKODE;DKODN;DOFFADR;DEXPDAT
315416;0;101989733;2;10018826;Fischmattstrasse;Fischmattstr.;Fis;9901;1;6315;0;Oberägeri;2688763.543;1221244.028;1;17.02.2024
315417;0;100161130;5;10018826;Fischmattstrasse;Fischmattstr.;Fis;9901;1;6315;0;Oberägeri;2688740.484;1221287.521;1;17.02.2024
315418;0;100161131;6;10018826;Fischmattstrasse;Fischmattstr.;Fis;9901;1;6315;0;Oberägeri;2688756.828;1221303.634;0;17.02.2024
315419;0;101984356;9;10018826;Fischmattstrasse;Fischmattstr.;Fis;9901;1;6315;0;Oberägeri;2688752.897;1221325.229;1;17.02.2024
315420;0;100161132;14;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689026.958;1221136.534;1;17.02.2024
315421;0;100161133;16;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689008;1221154;0;17.02.2024
315422;0;100161134;18;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688995.924;1221152.304;1;17.02.2024
315423;0;100161135;20;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688980.209;1221152.683;1;17.02.2024
315424;0;100161136;26;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688929.891;1221166.595;1;17.02.2024
315425;0;100161137;28;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688917.988;1221178.499;1;17.02.2024
315426;0;100161138;30;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688898.148;1221179.262;1;17.02.2024
315427;0;101980219;32;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688873.778;1221186.18;1;17.02.2024
315428;0;101996513;34;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688845.175;1221196.425;0;17.02.2024
315429;0;102226429;36;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688828.361;1221207.898;1;17.02.2024
315430;0;100161139;38;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688810.938;1221245.603;1;17.02.2024
315431;0;100161140;40;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688792.477;1221248.311;1;17.02.2024
315432;0;100161141;44;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688768.46;1221217.6;1;17.02.2024
315433;0;100161142;46;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688756.681;1221221.308;1;17.02.2024
315434;0;100161143;2;10121405;Raindliweg;Raindliweg;Rai;9901;1;6315;0;Oberägeri;2688884.157;1221191.572;1;17.02.2024
315435;0;100161144;4;10121405;Raindliweg;Raindliweg;Rai;9901;1;6315;0;Oberägeri;2688880.087;1221200.782;1;17.02.2024
315436;0;100161145;8;10121405;Raindliweg;Raindliweg;Rai;9901;1;6315;0;Oberägeri;2688880.857;1221236.376;1;17.02.2024
315437;0;101985346;22;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2688971.22;1221162.637;1;17.02.2024
315438;0;100161146;2;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689137.795;1221106.529;1;17.02.2024
315439;0;100161148;4;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689132.452;1221118.535;0;17.02.2024
315440;0;100161149;6;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689119.326;1221132.575;1;17.02.2024
315441;0;101996514;8;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689112.661;1221156.182;1;17.02.2024
315442;0;101996517;1;10064915;Hofmattstrasse;Hofmattstr.;Hof;9901;1;6315;0;Oberägeri;2689033.611;1221234.025;1;17.02.2024
315443;0;101978179;3;10064915;Hofmattstrasse;Hofmattstr.;Hof;9901;1;6315;0;Oberägeri;2689044.323;1221247.633;1;17.02.2024
315444;0;100161150;5;10064915;Hofmattstrasse;Hofmattstr.;Hof;9901;1;6315;0;Oberägeri;2689059.954;1221261.098;1;17.02.2024
315446;0;100161151;11;10064915;Hofmattstrasse;Hofmattstr.;Hof;9901;1;6315;0;Oberägeri;2689129.865;1221291.835;1;17.02.2024
315447;0;100161152;13;10064915;Hofmattstrasse;Hofmattstr.;Hof;9901;1;6315;0;Oberägeri;2689149.045;1221281.153;1;17.02.2024
315448;0;100161153;15;10064915;Hofmattstrasse;Hofmattstr.;Hof;9901;1;6315;0;Oberägeri;2689173.027;1221286.292;1;17.02.2024
315449;0;100161154;17;10064915;Hofmattstrasse;Hofmattstr.;Hof;9901;1;6315;0;Oberägeri;2689192.142;1221289.545;0;17.02.2024
315450;0;101978891;19;10064915;Hofmattstrasse;Hofmattstr.;Hof;9901;1;6315;0;Oberägeri;2689215.616;1221272.027;1;17.02.2024
315451;0;101981941;1;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2689086.767;1221143.463;1;17.02.2024
315451;1;103080197;10;10094995;Hauptstrasse;Hauptstr.;Hau;9901;1;6315;0;Oberägeri;2689081.883;1221133.593;1;17.02.2024
315452;0;102226428;2;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2689103.747;1221154.457;1;17.02.2024
315453;0;101729356;3;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2689054.615;1221150.892;1;17.02.2024
315454;0;101925226;4;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2689052.173;1221172.769;1;17.02.2024
315455;0;100161155;5;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2689022.296;1221185.547;1;17.02.2024
315456;0;100161156;7;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2689011.388;1221207.309;0;17.02.2024
315457;0;101982951;1;10021762;Müsliweg;Müsliweg;Müs;9901;1;6315;0;Oberägeri;2689075.998;1221286.792;1;17.02.2024
315458;0;100161157;3;10021762;Müsliweg;Müsliweg;Müs;9901;1;6315;0;Oberägeri;2689080.57;1221320.288;1;17.02.2024
315459;0;100161158;5;10021762;Müsliweg;Müsliweg;Müs;9901;1;6315;0;Oberägeri;2689072.992;1221353.224;1;17.02.2024
315460;0;100161159;6;10021762;Müsliweg;Müsliweg;Müs;9901;1;6315;0;Oberägeri;2689124.745;1221339.015;1;17.02.2024
315461;0;101989734;9;10021762;Müsliweg;Müsliweg;Müs;9901;1;6315;0;Oberägeri;2689046.969;1221420.56;1;17.02.2024
315462;0;100161160;14;10021762;Müsliweg;Müsliweg;Müs;9901;1;6315;0;Oberägeri;2689088.406;1221403.223;1;17.02.2024
315463;0;101985351;1;10021768;Schulweg;Schulweg;Sch;9901;1;6315;0;Oberägeri;2689168.635;1221156.662;1;17.02.2024
315464;0;101579197;3;10021768;Schulweg;Schulweg;Sch;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315465;0;101977160;1;10018819;Acherweg;Acherweg;Ach;9901;1;6315;0;Oberägeri;2688702.769;1221390.724;1;17.02.2024
315466;0;100161161;2;10018819;Acherweg;Acherweg;Ach;9901;1;6315;0;Oberägeri;2688756.169;1221411.344;1;17.02.2024
315467;0;100173399;3;10018819;Acherweg;Acherweg;Ach;9901;1;6315;0;Oberägeri;2688671.672;1221393.902;1;17.02.2024
315468;0;100173400;4;10018819;Acherweg;Acherweg;Ach;9901;1;6315;0;Oberägeri;2688726;1221405;0;17.02.2024
315469;0;100173401;6;10018819;Acherweg;Acherweg;Ach;9901;1;6315;0;Oberägeri;2688708.922;1221419.832;1;17.02.2024
315470;0;100173952;8;10018819;Acherweg;Acherweg;Ach;9901;1;6315;0;Oberägeri;2688668.787;1221427.834;0;17.02.2024
315471;0;101985347;10;10018819;Acherweg;Acherweg;Ach;9901;1;6315;0;Oberägeri;2688649.696;1221428.829;1;17.02.2024
315472;0;101979483;12;10018819;Acherweg;Acherweg;Ach;9901;1;6315;0;Oberägeri;2688616.629;1221423.554;1;17.02.2024
315473;0;100173953;14;10018819;Acherweg;Acherweg;Ach;9901;1;6315;0;Oberägeri;2688595.864;1221427.836;1;17.02.2024
315474;0;100173954;11;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688975.868;1221245.662;1;17.02.2024
315475;0;100173955;13;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688953.38;1221253.231;1;17.02.2024
315476;0;100173956;15;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688937.797;1221253.891;1;17.02.2024
315477;0;100173957;17;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688911.274;1221260.257;1;17.02.2024
315478;0;100173958;19;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688884.732;1221273.756;1;17.02.2024
315479;1;102097395;12;10121405;Raindliweg;Raindliweg;Rai;9901;1;6315;0;Oberägeri;2688878.919;1221263.35;1;17.02.2024
315480;1;101893232;14;10121405;Raindliweg;Raindliweg;Rai;9901;1;6315;0;Oberägeri;2688874.63;1221270.21;1;17.02.2024
315481;0;101468978;21;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688859.931;1221274.076;1;17.02.2024
315482;0;100173961;24;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688845.224;1221301.815;1;17.02.2024
315483;0;100173962;25;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688798.214;1221301.397;1;17.02.2024
315484;0;100173963;28;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688800.714;1221327.266;1;17.02.2024
315485;0;101996518;30;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688790.167;1221339.965;1;17.02.2024
315486;0;100173964;32;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688779.879;1221348.279;1;17.02.2024
315487;0;101984354;33;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688769.654;1221336.436;1;17.02.2024
315488;0;101989735;34;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688758.08;1221368.301;1;17.02.2024
315489;0;100173965;1;10095000;Schneitstrasse;Schneitstr.;Sch;9901;1;6315;0;Oberägeri;2688786.853;1221377.369;1;17.02.2024
315490;0;100173966;2;10095000;Schneitstrasse;Schneitstr.;Sch;9901;1;6315;0;Oberägeri;2688794.047;1221356.565;1;17.02.2024
315491;0;101980056;4;10095000;Schneitstrasse;Schneitstr.;Sch;9901;1;6315;0;Oberägeri;2688814.494;1221380.101;1;17.02.2024
315492;0;101982745;5;10095000;Schneitstrasse;Schneitstr.;Sch;9901;1;6315;0;Oberägeri;2688813.25;1221446.977;1;17.02.2024
315493;0;100173967;6;10095000;Schneitstrasse;Schneitstr.;Sch;9901;1;6315;0;Oberägeri;2688831.733;1221425.397;1;17.02.2024
315494;0;100173968;7;10095000;Schneitstrasse;Schneitstr.;Sch;9901;1;6315;0;Oberägeri;2688806.337;1221447.293;1;17.02.2024
315495;0;100173969;35a;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688723.427;1221346.438;1;17.02.2024
315496;0;100173970;35b;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688726.394;1221325.446;1;17.02.2024
315497;0;100173971;31;10094998;Mitteldorfstrasse;Mitteldorfstr.;Mit;9901;1;6315;0;Oberägeri;2688787.786;1221318.835;0;17.02.2024
315498;1;101894290;10;10121405;Raindliweg;Raindliweg;Rai;9901;1;6315;0;Oberägeri;2688882.695;1221260.341;1;17.02.2024
315500;0;100173973;2a;10064633;Brandäuliweg;Brandäuliweg;Bra;9901;1;6315;0;Oberägeri;2688891.332;1221720.706;1;17.02.2024
315501;0;101984294;4;10189529;Eggmatt;Eggmatt;Egg;9901;1;6315;0;Oberägeri;2689055.036;1221568.222;0;17.02.2024
315502;0;100173974;1;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315503;0;101996515;2;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688834.677;1221474.575;1;17.02.2024
315504;0;100173975;7;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688807.817;1221608.917;1;17.02.2024
315505;0;101977051;8;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688793.649;1221560.795;1;17.02.2024
315506;0;100173976;11;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688891.547;1221531.144;1;17.02.2024
315507;0;100173977;12;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688840.975;1221532.399;1;17.02.2024
315508;0;100173978;14;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688867;1221462;0;17.02.2024
315509;0;100173979;15;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688876.564;1221542.62;1;17.02.2024
315510;0;100173980;16;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688882.125;1221478.572;1;17.02.2024
315514;0;100173981;18;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688887.337;1221501.591;1;17.02.2024
315515;0;100173982;19;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688858.051;1221596.456;1;17.02.2024
315516;0;100173983;20;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688925.605;1221534.094;1;17.02.2024
315517;0;100173984;22;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688901.178;1221556.212;1;17.02.2024
315518;0;100173985;23;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688975.399;1221630.602;1;17.02.2024
315519;0;100173986;25;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2689014;1221647;0;17.02.2024
315520;0;100173987;26;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688945.546;1221560.728;1;17.02.2024
315521;0;101729357;28b;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688956.518;1221595.934;1;17.02.2024
315522;0;101729358;1;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2688956.755;1221497.32;1;17.02.2024
315523;0;100173988;2;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2688915.333;1221478.269;1;17.02.2024
315524;0;100173989;2a;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2688931.364;1221490.075;1;17.02.2024
315525;0;100211534;3;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2688981.908;1221484.623;1;17.02.2024
315526;0;100211535;4;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2688957.487;1221478.11;1;17.02.2024
315527;0;100211536;5;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2689019.118;1221484.703;1;17.02.2024
315528;0;100211537;6;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2688946.096;1221456.049;1;17.02.2024
315529;0;100211538;7;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2689060.888;1221475.342;1;17.02.2024
315530;0;101973706;8;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2688980.854;1221450.353;1;17.02.2024
315531;0;101435584;10;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315532;0;100211539;11;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2689148.401;1221447.831;1;17.02.2024
315533;0;101985352;12;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2689058.364;1221450.678;1;17.02.2024
315534;0;100211540;14;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2689092.231;1221440.097;1;17.02.2024
315535;0;100211541;16;10064916;Im Müsli;Im Müsli;Müs;9901;1;6315;0;Oberägeri;2689134.867;1221431.52;1;17.02.2024
315536;0;100211542;15;10021762;Müsliweg;Müsliweg;Müs;9901;1;6315;0;Oberägeri;2688966.431;1221531.74;1;17.02.2024
315537;0;100211543;6;10189529;Eggmatt;Eggmatt;Egg;9901;1;6315;0;Oberägeri;2689102.574;1221555.198;0;17.02.2024
315539;0;100211544;30;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688979;1221600;0;17.02.2024
315540;0;101981956;28a;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2688952.39;1221591.579;1;17.02.2024
315543;0;101982923;1;10117652;Bruhst;Bruhst;Bru;9901;1;6315;0;Oberägeri;2689698.949;1222398.717;1;17.02.2024
315544;0;100211545;1;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;2689058.34;1221668.001;1;17.02.2024
315545;0;100211546;2;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;2689081.156;1221694.654;1;17.02.2024
315546;0;100211547;3;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;2689051.436;1221703.168;1;17.02.2024
315547;0;100211548;4;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;2689055.541;1221728.595;1;17.02.2024
315548;0;100211549;5;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;2689027.473;1221689.097;1;17.02.2024
315549;0;101642525;6;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315550;0;100211550;7;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;2689004.777;1221677.094;1;17.02.2024
315551;0;101516323;8;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315552;0;101978882;9;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;2688978.962;1221663.419;1;17.02.2024
315553;0;100211551;10;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;2688982.279;1221701.393;1;17.02.2024
315554;0;100211552;11;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;2688951.512;1221668.89;1;17.02.2024
315555;0;100211553;12;10064909;Eggboden;Eggboden;Egg;9901;1;6315;0;Oberägeri;2688961.185;1221697.216;1;17.02.2024
315556;0;100211554;27;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2689087.868;1221681.463;1;17.02.2024
315557;0;101985269;29;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2689098.395;1221713.694;1;17.02.2024
315558;0;101989736;31;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2689118.704;1221709.074;1;17.02.2024
315559;0;101649698;57;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315560;0;100211555;2;10123804;Eggweg;Eggweg;Egg;9901;1;6315;0;Oberägeri;2689149.71;1221695.261;1;17.02.2024
315561;0;102226427;12;10123804;Eggweg;Eggweg;Egg;9901;1;6315;0;Oberägeri;2689251.705;1221644.149;1;17.02.2024
315562;0;101996516;2;10064917;Kasparsmatt;Kasparsmatt;Kas;9901;1;6315;0;Oberägeri;2689611.505;1221966.558;1;17.02.2024
315563;0;101978962;7;10064917;Kasparsmatt;Kasparsmatt;Kas;9901;1;6315;0;Oberägeri;2689668.236;1222050.14;1;17.02.2024
315564;0;100211556;10;10064917;Kasparsmatt;Kasparsmatt;Kas;9901;1;6315;0;Oberägeri;2689729.136;1222033.906;1;17.02.2024
315565;0;100211557;1;10159848;Rüsliweg;Rüsliweg;Rüs;9901;1;6315;0;Oberägeri;2689431.375;1221724.858;1;17.02.2024
315566;0;100211558;;10121406;Würzli;Würzli;Wür;9901;1;6315;0;Oberägeri;2689141.696;1221897.052;1;17.02.2024
315567;0;100211559;;10061055;Schwand;Schwand;Sch;9901;1;6315;0;Oberägeri;2690231.545;1222536.228;1;17.02.2024
315568;0;100211560;2;10061053;Hinterhaltenbühl;Hinterhaltenbühl;Hin;9901;1;6315;0;Oberägeri;2689742.408;1222164.004;1;17.02.2024
315569;0;101979617;51;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2689507.049;1221926.413;1;17.02.2024
315570;0;100211561;55;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2689407.981;1221916.7;1;17.02.2024
315572;0;101982744;61;10094721;Eggstrasse;Eggstr.;Egg;9901;1;6315;0;Oberägeri;2689424.956;1222146.528;1;17.02.2024
315573;0;100211562;3;10061053;Hinterhaltenbühl;Hinterhaltenbühl;Hin;9901;1;6315;0;Oberägeri;2690010.324;1222374.3;1;17.02.2024
315575;0;100211564;1;10018823;Berghaldenweg;Berghaldenweg;Ber;9901;1;6315;0;Oberägeri;2688662.881;1221457.836;1;17.02.2024
315576;0;101996519;3;10018823;Berghaldenweg;Berghaldenweg;Ber;9901;1;6315;0;Oberägeri;2688616.876;1221454.027;1;17.02.2024
315577;0;101989737;5;10018823;Berghaldenweg;Berghaldenweg;Ber;9901;1;6315;0;Oberägeri;2688579.865;1221458.198;1;17.02.2024
315578;0;100202072;7;10018823;Berghaldenweg;Berghaldenweg;Ber;9901;1;6315;0;Oberägeri;2688545.977;1221463.767;1;17.02.2024
315579;0;100202313;9;10018823;Berghaldenweg;Berghaldenweg;Ber;9901;1;6315;0;Oberägeri;2688522.118;1221471.914;1;17.02.2024
315580;0;100202314;1a;10094992;Fichtenstrasse;Fichtenstr.;Fic;9901;1;6315;0;Oberägeri;2688475.788;1221606.833;1;17.02.2024
315581;0;100202315;3;10094992;Fichtenstrasse;Fichtenstr.;Fic;9901;1;6315;0;Oberägeri;2688505.016;1221638.498;1;17.02.2024
315582;0;101582371;7;10094992;Fichtenstrasse;Fichtenstr.;Fic;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315583;0;101976844;9;10094992;Fichtenstrasse;Fichtenstr.;Fic;9901;1;6315;0;Oberägeri;2688560.53;1221679.624;1;17.02.2024
315584;0;100202316;11;10094992;Fichtenstrasse;Fichtenstr.;Fic;9901;1;6315;0;Oberägeri;2688484.681;1221662.593;1;17.02.2024
315585;0;101981955;14;10094992;Fichtenstrasse;Fichtenstr.;Fic;9901;1;6315;0;Oberägeri;2688584.309;1221702.236;1;17.02.2024
315586;0;102008364;15;10094992;Fichtenstrasse;Fichtenstr.;Fic;9901;1;6315;0;Oberägeri;2688423.872;1221623.046;1;17.02.2024
315587;0;100202317;19;10094992;Fichtenstrasse;Fichtenstr.;Fic;9901;1;6315;0;Oberägeri;2688402.861;1221640.135;1;17.02.2024
315588;0;100202318;21;10094992;Fichtenstrasse;Fichtenstr.;Fic;9901;1;6315;0;Oberägeri;2688427.473;1221653.287;1;17.02.2024
315589;0;102227171;2;10021466;Gubelweg;Gubelweg;Gub;9901;1;6315;0;Oberägeri;2688769.706;1221462.206;1;17.02.2024
315590;0;100202319;3;10021468;Haltenstrasse;Haltenstr.;Hal;9901;1;6315;0;Oberägeri;2688660.902;1221712.412;1;17.02.2024
315591;0;101985353;11;10021468;Haltenstrasse;Haltenstr.;Hal;9901;1;6315;0;Oberägeri;2688777.387;1221699.79;1;17.02.2024
315592;0;100202320;1;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315593;0;100202321;2c;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688515.223;1221608.338;1;17.02.2024
315594;0;100202322;2a;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688509.884;1221600.251;1;17.02.2024
315595;0;101985270;2b;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688510.341;1221604.854;1;17.02.2024
315596;0;100202323;3;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688553.034;1221611.54;1;17.02.2024
315597;0;100202324;4;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688524.788;1221580.833;0;17.02.2024
315598;0;100202325;6;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688536.563;1221559.774;1;17.02.2024
315599;0;100202326;7;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688582.187;1221578.988;1;17.02.2024
315600;0;100202327;9;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688615.424;1221570.005;1;17.02.2024
315601;0;100202328;10;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688576.063;1221554.151;1;17.02.2024
315602;0;100202329;11;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688641.788;1221558.834;0;17.02.2024
315603;0;100202330;12;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688602.668;1221546.469;1;17.02.2024
315604;0;100202331;13;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688643.934;1221558.459;0;17.02.2024
315605;0;101996520;14;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688636.243;1221540.947;1;17.02.2024
315606;0;102093808;18;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;2688708.147;1221524.684;1;17.02.2024
315607;0;101515552;20;10064913;Hasenlohweg;Hasenlohweg;Has;9901;1;6315;0;Oberägeri;;;0;17.02.2024
315608;0;100202332;8;10095000;Schneitstrasse;Schneitstr.;Sch;9901;1;6315;0;Oberägeri;2688743.849;1221461.055;1;17.02.2024
315609;0;100202333;9;10095000;Schneitstrasse;Schneitstr.;Sch;9901;1;6315;0;Oberägeri;2688733.427;1221440.356;1;17.02.2024
315610;0;101978293;10;10095000;Schneitstrasse;Schneitstr.;Sch;9901;1;6315;0;Oberägeri;2688707.988;1221498.2;1;17.02.2024
